,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
8095,bis ans ende der welt,0.2820512820512846,1991-12-25,0.6455696202531644,0.001201198095196007,158,english french italian japanese german,action drama scifi,wim wenders,solveig dommartin pietro falcone enzo turrin chick ortega eddy mitchell william hurt adelle lutz ernie dingo jeancharles dumay sam neill ernest berk christine oesterlein rüdiger vogler diogo dória amália rodrigues elena prudnikova jinzhan zhang naoto takenaka hiroshi kanbe yugi ogata miwako fujitani kuniko miyake chishû ryû allen garfield alec jason lois chiles lauren graham david gulpilil fred welsh charlie mcmahon alfred lynch jeanne moreau justine saunders kylie belling bart willoughby jimmy little max von sydow rhoda roberts paul livingston susan leith detlef winterberg jeanmarie rase carmen chaplin dolores chaplin sylvette dommartin peter przygodda barbara winters hella winters michael winters erika rabau lothar wildhirth kazuhiko uemura eric beaver jerry barrish michelle cook bob stewart david byrne tom farrell patrícia tavares tom waits
4594,tangerine,0.8974358974358978,2015-07-10,0.6962025316455694,0.008496772279638916,88,usa,comedy crime drama,sean baker,kitana kiki rodriguez mya taylor karren karagulian mickey ohagan james ransone alla tumanian luiza nersisyan arsen grigoryan ian edwards clu gulager ana foxx scott krinsky chelcie lynn shihching tsou josh sussman julie cummings jason stuart john gulager richie lillard angelique banks katja kassin andrew d scoggins genesis green linda macon francis lola katrina remero chris bergoch anni weisband krishne chelliah graham mackie jonathan stromberg kymber allen gayane avaryan sarah carey bianca copeland darren dean khris dickerson evan gilchrest roxana guirola stu hopkins tess hunt mia hurley alfred lopez holly jane love scott lyons ceda margaryan bebe maya aida morales tereza nelson shanyce nivaye matthew olson rae l siskind david z stamp davida strothers lazano torres melissa trader william mortensen vaughan james williams
4422,julieta,0.9230769230769269,2016-12-21,0.6962025316455694,0.009317160019802137,99,spain,drama mystery romance,pedro almodóvar,emma suárez adriana ugarte daniel grao inma cuesta darío grandinetti michelle jenner pilar castro nathalie poza susi sánchez joaquín notario priscilla delgado blanca parés ariadna martín rossy de palma sara jiménez ramón agirre tomás del estal mariam bachir luis iglesia lupe cartie monti castiñeiras agustín almodóvar maría mera paqui horcajo cecilia rivera ramón ibarra mari carmen sánchez oscar rus jorge pobes cuco usín fernando iglesias carlos garcía cambero liliana niespial bimba bosé david delfín elena benarroch charlie centa toni novella lola garcía esther garcía gio fonseca
4783,the bad batch,0.9230769230769269,2017-06-23,0.4683544303797468,0.00765193745495507,118,usa,drama horror romance,ana lily amirpour,suki waterhouse jason momoa jayda fink keanu reeves jim carrey yolonda ross aye hasegawa giovanni ribisi louie lopez jr er ruiz cory roberts joni podesta almayvonne danielle orner mandy pursley alina aliluykina ashleigh biller irene guindal nina mansker emily obrien dalaura patton lana walling ndea williams eamon orourke joseph aviel dakota black ruth cadiente allison gordon rae sunshine lee diego luna johnny lynch valiant michael ruben najera stephanie nauli jacob peacock doug smith jayne trcka
8217,kids in the hall brain candy,0.4102564102564088,1996-04-19,0.670886075949367,0.0010925966235755457,89,english,comedy,kelly makin,dave foley bruce mcculloch kevin mcdonald mark mckinney scott thompson kathryn greenwood amy smith lachlan murdoch nicole de boer krista bridges christopher redman erica fairfield jackie harris greenberg jonathan wilson tony ning jason barr jack jessop sharon dyer diane flacks barbara lynn redpath jason daddario carrie betker elijah brown trenton howe pat patterson kay hawtrey luciano casimiri janeane garofalo adam greydon reid larry mannell donald tripe kirsten johnson lindsay leese andy jones thom bell eric tunney ann holloway amanda payton stewart sherry hilliard jenni soosar ingrid hart jared wall paul bellini derek aasland shaun bowring amanda campbell brian christopher frank crudele john dixon kenny fong suanne hastings jordanpatrick marcantonio lisa wegner david wince christopher cordell brendan fraser michal page bruce philp
315,the theory of everything,0.8717948717948758,2014-11-26,0.7721518987341771,0.1699114686444985,123,uk japan usa,biography drama romance,james marsh,eddie redmayne felicity jones tom prior sophie perry finlay wrightstephens harry lloyd alice orrewing david thewlis thomas morrison michael marcus gruffudd glyn paul longley emily watson guy oliverwatts simon mcburney lucy chappell charlotte hope abigail cruttenden nicholas gerardmartin anthony skrimshire christian mckay adam godley nicola sloane lottie hamilton enzo cilenti rufus taylor delilah sexton eileen davies simon chandler georg nikoloff oliver payne raffiella chapman charlie cox sam houston victoria emslie frank leboeuf maxine peake will barton lucy challenger nicola victoria buck stuart benson andrew bridgmont jamie edwards jumaane brown sophie karl adil akram james amey antonia anderson claire ashton richard banks roy beck cameron bell kishore bhatt sal bolton brett brown jill buchanan samantha choat debbi clarke pamela betsy cooper chris cowlin andrew craig philip craik gioacchino jim cuffaro richard cunningham leigh dent guinevere edwards karl farrer cynthia garbutt david golt james gribble kenton hall john wg harley dominic hatje george hewer emma howell thom jacksonwood tobias jamessamuels helen kingston teddy lewis nigel lowe shaun lucas martyn mayger mia mills penny mitchell arnold montey gina morrish john neville shaun newnham bob nunn hugh obrien jeremy oliver tony pankhurst heather pearse jose pecino antonio piras scott plumridge martin poole zac rashid glyn roberts steve saunders janette sharpe jesse james sims karol steele colin taylor adrian townsend john warman jon wennington aidan white james wiles brian woodward miroslav zaruba
890,dark city,0.4615384615384599,1998-02-27,0.7594936708860758,0.08144264126301161,100,australia usa,mystery scifi thriller,alex proyas,rufus sewell william hurt kiefer sutherland jennifer connelly richard obrien ian richardson bruce spence colin friels john bluthal mitchell butel melissa george frank gallacher ritchie singer justin monjo nicholas bell satya gumbert noah gumbert frederick miragliotta peter sommerfeld timothy jones jeanette cronin paul livingston michael lake david wenham alan cinis bill highfield terry bader rosemary traynor edward grant maureen oshaughnessy deobia oparei marques johnson doug scroope cinzia coassin tyson mccarthy luke styles anthony kierann laura keneally natalie bollard eliot paton naomi van der velden peter callan mark hedges darren gilshenan ray rizzo bill rutherford marin mimica anthony pace tony mosley glenford o richards stanley steer greg tell william upjohn anita kelsey wilma kaddissi marcus proctor
4694,the perfect score,0.6153846153846132,2004-01-30,0.5189873417721519,0.008014882632838168,93,usa germany,comedy crime,brian robbins,erika christensen chris evans bryan greenberg scarlett johansson darius miles leonardo nam tyra ferrell matthew lillard vanessa angel bill mackenzie dan zukovic iris quinn lorena gale patricia idlette lynda boyd michael ryan robert clarke serge houde kyle labine dee jay jackson alf humphreys fulvio cecere mike jarvis steve makaj kurt max runte jay brazeau rebecca reichert jessica may miriam smith alex green samuel scantlebury sonja bennett sarah afful alex corr nikolas malenovic john shaw jamie yochlowitz rob sluggo boyce paul campbell stacy choe waneeki yokomeefung
4603,escape from planet earth,0.8461538461538467,2013-02-15,0.5443037974683544,0.008474205740081418,89,english,animation adventure comedy,cal brunker,brendan fraser rob corddry ricky gervais jonathan morgan heit jessica alba sofía vergara paul scheer jason simpson sarah jessica parker doug abrahams jason benson trevor devall brian dobson brad dryborough gabe khouth kirby morrow andrew moxham alan silverman adrian petriw william shatner kaitlin olson bob bergen jim ward cooper barnes sean kenin steve zahn chris parnell daran norris george lopez craig robinson jane lynch joseph sanfelippo scott beehner michael dobson joshua rush tim dadabo ashley araki sylvia zaradic gregg binkley lucy davenport bill hader
3139,diary of the dead,0.6923076923076934,2008-02-22,0.5063291139240506,0.01832967175557805,95,usa,fantasy horror scifi,george a romero,todd schroeder laura de carteret amy lalonde martin roach joshua close joe dinicol michelle morgan shawn roberts philip riccio tatiana maslany daniel kash chris violette megan park scott wentworth george buza tino monte matt birman greg nicotero donna croce nick alachiotis rd reid scott gibson jamie bloch kyle glencross boyd banks janet lo jack birman trish adams alan van sprang ron payne shelley cook james binkley anthony cancelliere wes craven alexandria defabiis guillermo del toro ara katz stephen king mani nasry simon pegg george a romero tom savini quentin tarantino
2885,ride along 2,0.9230769230769269,2016-01-15,0.5443037974683544,0.02071185208761647,102,usa,action comedy crime,tim story,ice cube kevin hart tika sumpter benjamin bratt olivia munn ken jeong bruce mcgill michael rose sherri shepherd arturo del puerto eric goins carlos gómez utkarsh ambudkar glen powell nadine velazquez bresha webb jessica bialick michelle pieroway shelby courtney james martin kelly robert pralgo tyrese gibson ricky russert christopher johnson david j porras derek carver shamea morton jay amor peter parente rey hernandez isabella fleetwood rachel faulkner liz godwin yolanda adams jennifer badger christina de leon ana ayora ace marrero andrew ortega junes zahdi elizabeth ramos jeremy wayne carley freddie poole josh diogo donny carrington jabari simba henry kingi joseph akharoh jr paul aldanée dkia anderson daniel arocho andrew bansemer lucius baston stacey bender knox bentley tamila bilalova chris bosh heather box danielle briana tommy brown frank bryant jeffery james bucchino judy mcgee burley mike calloway moses cantu santos caraballo anthony carretta medo cash evan charles massiel checo raul colon jameson jamey copeland copeland cristina christopher de stefano michelle rose domb tiana dunham anthony giovanni elias mary farah gregory fears ely feldman tracey ferrara frenchi firecracker patrick h fox robert j fox chrystall friedemann alan fritz matt gammon jeff glover cindy gold randy gonzalez curtis gordon luke grady christina hammoud roger a harrison boualem hassaine fatimah hassan michelle hayden steve heinz alphonso aqenaten jackson asia danielle johnson paola katsapas dom kegel inder kumar ty landers chelsea lawrence david w leblanc brittany lee leonardo lopez david loyer gaby macias lena marie roselyn medrano scott mena jennifer mendoza dan michael rich morrow roger neal darrell nutter rebecca olejniczak chris pak beth b parker heathyre perara roberto pina devanny pinn heather l porter vanessa rose rivera guillermo rodriguez joe rodriguez yesse rodriguez rick ross chris rourke luis sanchez shaker sangam patti schellhaas blake sewell masha silberberg tom stedham ti melanie tillbrook zachary vazquez maegan vogel dwyane wade terence washington mark wasiele cachet womack brian wyatt
5480,the last station,0.7435897435897445,2010-02-26,0.6835443037974682,0.0054361853521531995,112,uk germany russia,biography drama romance,michael hoffman,helen mirren christopher plummer paul giamatti james mcavoy john sessions patrick kennedy kerry condon annemarie duff tomas spencer christian gaul wolfgang häntsch david masterson anastasia tolstoy maximilian gärtner nenad lucic
2103,the weather man,0.6410256410256423,2005-10-28,0.6202531645569619,0.03271913167716872,102,english,comedy drama,gore verbinski,nicolas cage michael caine hope davis gemmenne de la peña nicholas hoult michael rispoli gil bellows judith mcconnell chris marrs dina facklis j nicole brooks sia a moody guy van swearingen alexander pine jackson bubala jennifer bills peter grosz joe bianchi nick kuehneman bruce jarchow joanne sylvestrak robyn moler john d milinac melanie decelles castro jason wells scott benjaminson ora jones mike bacarella jennifer joan taylor chuck stubbings shanesia davis dan flannery sandy whiteley antoine mckay eduardo n martinez david darlow will zahrn poorna jagannathan bryant gumbel anne marie howard ed mcmahon cristina ferrare stephen hilger ron mcclary eric ambriz leah rose orleans juhong xue tom skilling wolfgang puck monica weaver john francis mountain peter nikkos nathan adloff charla agers dan ahn joshua brail ryan burk kristen duerdoth terrence edwards diane frances fisher david michael fordham clifford m freeney todd goodman john r haley michelle shelton huff bob kolbey isaac lamell kathryn lyn nikki taylor melton sergio mojica levin oconnor nikkole palmatier robert phares daniel riggs christian rose yuri rutman ryan salzwedel megan schaiper gary sedlock oral sledge dwight sora january stern joey strobel richard strobel amber sutherland tristan layne tapscott brigitte wulf
